"Frame","PC1","PC2"
64,8.07296172213034,-3.82196367307941
65,8.5024168510842,-4.60225718561996
66,7.73162720535661,-5.37803742278379
67,7.44604383459819,-5.26901780596605
68,5.42783566092224,-3.13757121670553
69,7.78055750734768,-2.97110627794755
70,6.51658459655864,-1.63583693642676
71,7.36606325091666,-2.73056836857593
72,6.29488986731647,-1.75763359304221
73,6.98106549299619,1.42408284030059
74,8.73505698885387,0.189036823405516
75,7.04429239011714,0.908872253505522
76,7.89862245823012,-0.123199654402708
77,6.6160822020704,-2.25995894367443
78,6.77351720104771,-4.49939648882997
79,10.2740198198287,-4.47121858883573
80,9.59328900393427,-6.50162031722664
81,9.32476807613708,-6.184096647853
82,7.70285115844194,-5.59671842671099
83,7.59405639590994,-3.25654572798416
84,8.47324311120814,-5.09729875457246
85,10.1772721958518,-5.79838872584791
86,7.55284965584693,-4.31644516891327
87,9.17117779949869,-6.00603792228321
88,9.02911965918448,-7.7719220131798
89,8.23680780745678,-5.7663678317596
90,9.37134550631455,-5.68369572336272
91,10.6854202193311,-2.48242962060741
92,12.0271200181079,-1.3100823384964
93,12.4660398820879,-2.63536768166221
94,8.28845060715341,-3.35976920376368
95,10.1730442157134,-3.53195791176723
96,12.8871437612185,-3.67797285759754
97,12.3784159620932,-4.32790707103726
98,13.2004291860909,-3.4314656079561
99,13.6295481854309,-4.6378341870595
100,12.981750784491,-4.64126156134092
101,14.1994211029262,-4.02953210706578
102,15.8215642805615,-1.964504529704
103,14.3628292938652,-3.02536176294348
104,12.2033007502095,-2.93476032630211
105,13.9166706335708,-5.81033390702826
106,16.8082864128129,-5.06892227208693
107,14.5217868503844,-2.90644730547884
108,12.9779416303728,-5.2840790783952
109,12.8573505029799,-2.88349903307713
110,12.2196417908311,-3.82240980595263
111,12.9471750290669,-3.333400720141
112,15.5067039342258,-2.85945613732479
113,15.7133821066872,-4.51171121204326
114,14.0051043865048,-1.85585799597539
115,15.3868763088341,-2.87353018586376
116,15.5239919024186,-5.0321629893673
117,17.5360837284792,-4.91675872258041
118,17.7648052533479,-5.69778656143598
119,19.0235933307285,-3.72360589402576
120,17.4189368304389,-4.59807045455121
121,16.1869491525644,-3.18020117187372
122,15.6251446475131,-3.16885710561711
123,13.997235082657,-2.46829628803364
124,15.1710534258062,-0.665233517546411
125,14.3261068016472,-1.30468439112079
126,13.468023226576,-0.630629320780264
127,11.0327066763807,-1.05136363055398
128,9.20851174341042,-0.879296797989047
129,12.5477367279991,-2.46545492239016
130,11.4186415160935,-3.61259680913909
131,12.0321798451987,-4.13399684976156
132,13.4707065490148,-4.54981280478053
133,13.5242212015135,-4.42828494143753
134,12.8608490727944,-4.08494489513761
135,15.0746422074269,-4.74720543405275
136,15.9086072171224,-6.70196595916646
137,15.4635369785212,-7.23115279080054
138,17.8106403916183,-7.82491771875211
139,16.694293854725,-7.72805026805353
140,12.5001596208918,-8.34735458986372
141,13.263314585915,-9.22256217023756
142,12.534194574645,-8.66973675445191
143,12.6740723160231,-7.11037322292749
144,11.1200511906063,-6.81745420632788
145,11.8269877213361,-5.25650774845327
146,9.89465991966119,-5.57251164247308
147,14.0626855815626,-5.88888793205061
148,13.8343602052742,-6.1967029227715
149,12.843423345837,-6.56800248168864
150,12.589900097075,-8.77217169610145
151,14.6795950035221,-10.486792184463
152,15.7591085174601,-7.54999648723115
153,14.2293093989539,-7.95161082562108
154,12.7950171148867,-7.97651303106065
155,13.8809308684239,-9.08170564906454
156,14.9769252216386,-8.34115825310745
157,13.5078244124635,-8.83760776929033
158,13.5055836783275,-8.44369650601655
159,13.0351817911327,-8.12748765318416
160,13.1332030156065,-5.86184750094154
161,16.7137816843061,-5.56979219333209
162,14.1622813386897,-3.53248941228022
163,16.1970393147755,-4.61811843929888
164,15.8413368716709,-5.08829378750233
165,15.9377533260102,-5.65101109052488
166,14.2231373164882,-4.01999127943847
167,10.1245833261273,-5.00754124415321
168,12.0496302427404,-4.42338073883315
169,10.5028956798832,-5.59071030699185
170,11.4069661582519,-8.84440248585622
171,11.7829209826863,-10.0051704144765
172,11.3590375775684,-9.26320297199477
173,10.8357310106904,-8.59043580463926
174,7.65747155338937,-11.0655208902473
175,6.66782174168449,-8.97524339672952
176,9.25761923075192,-11.6942008626034
177,12.5822273478898,-9.77283683828203
178,11.9717925577958,-12.074453402832
179,9.83770012413897,-11.0871521668063
180,9.17487778072295,-9.01666264747362
181,13.0523669187629,-9.67496711129197
182,12.9898791561378,-10.8200923378111
183,15.8127951329662,-11.8418014936413
184,14.2367951492118,-11.6811358622998
185,14.3711585104116,-10.7883912360794
186,14.7405988143677,-12.5208091468065
187,13.493374211306,-12.204019813007
188,15.4386654200197,-10.2936824097969
189,15.1471388372081,-10.7524239253121
190,15.7374421152298,-10.2823558217511
191,17.5076864308703,-10.0400650169484
192,16.3296516522372,-9.5000418213724
193,17.836053578106,-10.5355687304809
194,15.9115712449788,-10.4274605027355
195,15.389870345167,-10.0115757655423
196,15.4726692405071,-7.65930124797684
197,13.6436699336044,-7.03771528660435
198,17.818171289711,-9.53254032992606
199,13.065986268381,-11.608219673572
200,11.9761159238465,-10.11627291526
201,12.7908417541407,-8.74399052075742
202,11.906271217896,-9.24939969491476
203,12.3521899717579,-8.00704810917725
204,12.1472047658237,-6.47979622987783
205,11.8633333186049,-9.12163964899117
206,12.2891139047875,-9.52129213942468
207,12.5137568648329,-6.83334196358714
208,14.4129107935867,-7.63229317809201
209,12.7635631257934,-7.72758738429388
210,13.9936601064504,-7.41080235977712
211,15.9749509413604,-8.38952865167718
212,15.5681095512404,-8.54926998696419
213,14.8012978567697,-8.5919928181509
214,13.4332062177337,-7.55696087132514
215,13.6801995984559,-4.91317663524244
216,14.1938765647994,-7.54481628583094
217,13.3438397277919,-8.66261810482163
218,15.1604008771858,-10.7107928051899
219,16.0134743800624,-11.696931322668
220,13.4153907413797,-9.0868171558779
221,14.4146256646889,-11.4249652548568
222,17.4395241284783,-11.3090980739285
223,14.9088554249062,-12.1246784626981
224,15.1050347553396,-11.8788915882682
225,17.8370390954642,-13.0582585127755
226,14.8690550405692,-13.1836984866781
227,15.1886829718458,-14.8475947900619
228,13.9388466144669,-14.3867138697036
229,14.9634998454828,-13.0464393508369
230,17.8347915526714,-12.288697459132
231,16.176513634407,-12.1016119405932
232,17.8325778248785,-14.3076714062513
233,16.1316055416925,-13.5187778175287
234,14.1036834329975,-12.60107658966
235,13.1013291653932,-12.0735335448308
236,14.9476556615994,-11.5805739652537
237,14.9899431658062,-10.4202923380281
238,13.8904512012035,-9.84794700917727
239,14.2040214932815,-10.8483741637628
240,11.8549567355227,-8.14002769171887
241,12.940218371295,-8.79670807212285
242,12.1927905741599,-8.09717396859567
243,12.5313109607362,-8.35793991294218
244,15.6840734524484,-9.95851086373753
245,14.0409431194396,-9.20986799330812
246,14.1923372534416,-8.10731459422492
247,12.5104265017076,-8.65613314880409
248,12.8853859898667,-7.8830942556368
249,10.5136801228331,-6.51673839071633
250,12.9554259678388,-9.11321752297306
251,11.9694577463033,-9.06846712091065
252,12.0216390955116,-10.9377343189267
253,13.7797042450445,-11.3599426658531
254,12.4010181609932,-9.91956626280585
255,12.8005304391927,-9.26487768153448
256,13.1225141772302,-10.0153369997945
257,10.203177048122,-7.35426078367989
258,10.4580525071748,-6.89496190276666
259,9.34296901634042,-7.48691390508382
260,9.98712912387132,-5.99375999547117
261,10.4761199093292,-6.58272463394072
262,10.5143960188864,-6.56408396443944
263,10.2380295000047,-4.10852205046008
264,11.5568100979311,-2.2367651361705
265,11.576235333474,-5.06254439832995
266,12.731554800161,-3.0663804117913
267,10.6192416055404,-5.7953513707394
268,13.4334190207145,-6.06213715409112
269,10.152882492577,-6.8385141907205
270,8.30356395684657,-5.38147312497887
271,6.87687229798825,-5.79893834732082
272,5.99746722405536,-5.08684309441215
273,6.489661304596,-4.28923905087984
274,6.17853240242659,-3.50766166453651
275,4.63448680443609,-6.03631101912209
276,5.94020251473868,-4.38494473224107
277,6.86417826582983,-6.44178756011781
278,8.96452695540573,-3.12463945241507
279,8.87645029300677,-5.33070143945842
280,8.01977862270217,-1.66877123799333
281,7.26811734075258,-3.82054015126116
282,7.02584118204073,-3.91299385443816
283,7.25683138153766,-2.1554660398404
284,8.12260922513171,-2.82265493452197
285,6.39293159802075,-2.61463457260973
286,4.94051930804283,-2.15620899719216
287,5.05624446370665,-0.750279525128133
288,8.03575740175985,0.575419106171663
289,5.22292269674821,1.23715099842622
290,3.64169286752003,-0.657596350095609
291,5.96675723871891,-0.61895409105846
292,5.23966427094612,-1.2234860028273
293,8.0188381183252,-0.474166190489827
294,4.99309496908204,1.18859815681066
295,5.66726019641773,0.259805597974026
296,6.20815994824714,-0.385081535174928
297,6.10731441341805,-1.58529634477547
298,5.49130176626498,-2.10017832150672
299,5.44335223171886,0.412998042677125
300,5.87481195517491,2.42484283697718
301,4.06194248833558,0.118393958334048
302,5.20787486388999,-0.119844978945718
303,6.7802104080429,0.774970565867776
304,5.68962700210357,1.17397512833497
305,4.91204179409209,0.74296119245827
306,4.38711555729428,3.03000145631959
307,1.68999417915142,3.93420666990131
308,3.64448309236026,3.28364925580199
309,5.53009593974539,0.210658432490476
310,4.18438548807447,-0.29599424903864
311,4.10563158135115,1.31266813514799
312,6.45817892110999,1.15034511657341
313,5.80562333740063,1.10744496838582
314,7.57662747671967,-1.53175889603298
315,8.09575285072928,-0.554313440929092
316,7.1598843933027,0.555001573650035
317,8.39511065917479,-1.8796465676954
318,7.91648222081994,-4.92758992205524
319,9.62870856085701,-3.83074391252691
320,8.56027418632344,-4.10801156139718
321,9.47925968644706,-4.13131532087149
322,8.33297542559955,-5.45171658459692
323,8.65157351090793,-5.83651252972069
324,9.21876058250213,-2.80832484220105
325,8.91285741059575,-1.41628246608966
326,6.68465932542839,-4.10407245728557
327,6.3225447067168,-2.39453935607213
328,8.17830149285101,-4.26613078503327
329,8.24340186577953,-4.30073087230501
330,9.78682013383326,-3.66810682409466
331,11.86762894122,-4.90033836608454
332,6.3319123540098,-0.386057377529565
333,8.79738960358879,-1.77810457044892
334,8.52869027568653,-3.15727508379703
335,6.63719787651349,-1.52672810684151
336,5.11595005620112,-2.16328499365149
337,7.9011070012415,-0.626515279075126
338,7.38499246626603,-2.06209939366568
339,8.64944964530756,-3.02072214593066
340,7.41897364626272,-4.65768748211598
341,7.89173894910931,-3.41676266099419
342,9.10932885223373,-3.52821136106929
343,7.13425975431521,-2.93194197255352
344,8.47748495055735,-2.73620793215841
345,9.88137201555553,-2.12810854615784
346,10.543792847294,-1.57497663685038
347,9.86565156057025,-2.74388211322186
348,10.458981403261,-2.23264745160151
349,13.5470675569299,-1.42013328520272
350,10.6939387651553,-1.32572283397881
351,10.6139152908966,0.358303581411133
352,11.2042996190464,-2.00323590693873
353,13.3473509385277,-3.40645250502494
354,11.1673159588478,-4.41204304770946
355,9.98458959913932,-4.19327021293145
356,11.2905082906152,-6.10193015825914
357,12.1669776711427,-8.24470794483037
358,11.0920557729599,-9.06206813892032
359,12.3173431185941,-8.99352874126713
360,11.460871309872,-6.76151882434769
361,9.77258635322285,-6.16876964945151
362,10.1583350941072,-5.64929514219324
363,8.9898800452184,-4.02903880629588
364,7.37947744009921,-3.47138865361929
365,9.0617445933399,-3.00398888750971
366,10.9817472081318,-3.34283795700313
367,13.6862738578647,-3.16896149144288
368,12.8739120381067,-3.17386825842549
369,14.5025960345934,-2.01291134815114
370,17.2437367768692,-0.757108777119292
371,17.7695110960634,-0.322634734794858
372,18.6625677563059,-1.27825397129758
373,20.793638612875,-1.17643826081168
374,17.7978029107825,-0.110388627318022
375,15.0962991974153,0.816218636850621
376,14.0698509255911,1.08639390320654
377,12.5933041118179,3.31704140538396
378,15.383249642686,2.40015557052003
379,17.9808196640282,2.77985802643808
380,17.0956819044859,2.90753526799398
381,18.1703731202104,1.06534714930466
382,21.0618894990981,-2.05410449576304
383,23.550779502671,-2.86727812084451
384,25.1977463471432,-3.26184751566575
385,25.4054241219157,-2.11358882129887
386,23.6582922076017,-3.3678648208888
387,23.6087640617495,-2.34857079191918
388,23.7582507449256,-1.54655167931399
389,25.4290678162919,-1.42987026267463
390,24.8329046457593,-1.5310420228457
391,23.5189107529773,-2.65571742898034
392,23.1677819004012,-0.915915414273756
393,25.669410100975,-0.730760648683844
394,23.4614594430491,-2.39702669856245
395,22.3579772094378,-4.66242344345536
396,22.0712425454747,-3.82454533710031
397,23.5897271133416,-6.17208014298152
398,20.2143887839795,-5.01596051996209
399,20.3493982231313,-4.80654468250397
400,20.7648558614325,-4.07265098295171
401,22.0344425266098,-3.55025025846661
402,22.9279955823027,-5.03111081811855
403,23.2441686656613,-2.71684320243027
404,26.1653386479072,-2.96448175536463
405,23.6373966423923,-3.39964845744548
406,24.4630922345679,-4.01744287928652
407,23.3340975201665,-4.45134805954711
408,25.59860865728,-4.33536271464616
409,25.1442009547872,-4.19454965613636
410,24.878495518611,-3.80950553150369
411,23.6746672674643,-3.2027887285724
412,22.3896133852022,-8.22985502984809
413,22.8127870875805,-7.11692359438257
414,24.0808010390435,-4.79370333253544
415,26.1319312322869,-5.86822764662526
416,23.5628477276576,-4.67230925460583
417,21.6352944640845,-4.60252179986586
418,22.3198044232525,-0.517247777513982
419,21.3532666431444,-2.39545066649314
420,22.3870258361953,-4.42650904043747
421,23.827846828249,-5.66517365837543
422,22.5743307094325,-5.48878630583408
423,24.7966206645153,-5.32136533290083
424,24.4328390688853,-4.67750582907467
425,27.7256155356335,-6.40379969710964
426,25.5088490733235,-6.8874054710122
427,23.3967982671606,-3.88273425890592
428,22.6411243493966,-2.03472505035632
429,21.512965209252,-1.58079344448586
430,21.424990796403,-2.68064432622428
431,20.5122014688293,-4.96433991668251
432,21.6846558228768,-3.87067534087924
433,20.4138399728611,-4.41921128870463
434,19.9907295228187,-5.50607135680282
435,22.9577697636406,-3.32897037404577
436,22.2404069014076,-5.02632743571042
437,21.8296451487991,-5.4693570650507
438,20.6341799470676,-6.44096431301106
439,22.7547717316222,-5.81410492283273
440,22.4108025217942,-3.07573322102418
441,22.9011500054095,-4.0095424409512
442,20.7309956389749,-0.269895005048748
443,20.8264777555036,-3.1496400662596
444,21.515475431006,-2.45657867421152
445,20.1233614814596,-1.46671413058134
446,22.1402884292663,-2.61785382850613
447,24.8790935911415,-5.37249397017074
448,22.3888611689375,-7.38957673097402
449,22.974743179576,-5.31066704912438
450,23.1496951063323,-5.30298236936605
451,19.9063887577828,-2.87480004716837
452,22.004172524102,-3.26293194763079
453,19.8321243917062,-2.12380120762283
454,21.9104774392103,-1.90692870368859
455,17.7793752162908,-3.30991031187383
456,19.9517564310425,-0.385204328462831
457,21.999114466345,-0.649125327064256
458,21.8704113077139,0.675053504129523
459,23.4740624993944,0.901901527893196
460,25.4275413678404,-2.51314423586499
461,21.4177077928327,1.0789589756255
462,25.3907564227425,-1.82470695054096
463,24.2309109237991,-4.3093020517127
464,25.1679607109486,-4.69124285914394
465,25.2580495516913,-5.27445707974427
466,28.9301977416633,-5.37572203009695
467,30.4482299396955,-4.91836104810304
468,29.2221293643616,-3.88181300455207
469,29.0463240130463,-4.49625871656013
470,28.3702716425632,-3.50657310343418
471,29.0004223575365,-3.08910997779834
472,27.5826082709728,0.795545746119309
473,28.4684508747903,0.709375575594413
474,25.1181155473822,2.87734238231079
475,25.9657717731925,4.51009045585826
476,26.9062087581217,2.58506382991183
477,26.1689401545024,1.21311177571999
478,26.819884000904,-0.355432522540041
479,27.1753265307595,-0.843466928891854
480,26.4866048694711,-2.97490059938748
481,27.8957172539428,-3.78258431493585
482,24.8829475659055,-1.61358330817483
483,26.4693473310583,-0.500205604573259
484,24.6899114206648,-0.997868659990499
485,26.9384317297556,-3.5646842920928
486,28.1846166175598,-4.83879396746186
487,28.7931751911224,-3.77882033703563
488,26.7388156521823,-2.48846110113352
489,25.2688784483194,-2.09861291705271
490,24.7176897077061,-2.13144193695009
491,28.1367405139783,-0.744504751490275
492,27.7961712805092,-2.35604770548678
493,27.0580966286611,0.463023894305351
494,28.3814162502008,-3.20469968323515
495,29.3645997915807,-5.43470872547496
496,30.7285430411433,-6.99050851170637
497,29.8405440037951,-6.46945238572754
498,30.863306999452,-5.93904392334503
499,31.9202035086139,-7.95755692003639
500,32.5683742755038,-7.46560112420285
501,32.2699513674975,-6.74957038770848
502,28.7731500919208,-5.54345946165462
503,28.1295190112289,-5.20392016048121
504,30.2754965203152,-5.6215003882676
505,28.4916235076516,-5.75511310428334
506,30.8604822487216,-6.17234216592738
507,29.1591764868604,-5.48947876293415
508,30.7656701473761,-6.48590051353704
509,28.4804670803912,-2.52487829391976
510,29.9614648827625,-1.20424118388136
511,26.9888406871416,-3.96008774869279
512,29.5954800293637,-2.55410227281173
513,29.6679978721969,-3.40605885755667
514,31.432719433793,-4.10175899823709
515,27.8255938919815,-4.28886218704865
516,28.7062780052474,-3.91043689952322
517,29.419688155047,-3.35199262441818
518,27.2552662286578,-1.69164615296922
519,25.9143957159313,-2.69038053403522
520,26.8175641095303,-2.12808005278554
521,28.462987965265,-2.04322867205091
522,29.3525055960366,-4.10759459531155
523,31.1075594833994,-6.36347360508129
524,30.5443170847061,-9.19636088026444
525,32.08415841345,-7.38776318507949
526,32.965169115409,-4.80994084824732
527,34.5399943079201,-7.6705148472469
528,33.3113040059726,-8.13845656640534
529,36.1428695167585,-5.71190061354003
530,35.1108173310387,-7.13950596636369
531,34.2630014760564,-8.01566212590114
532,34.4634058799266,-7.52040535887611
533,34.831840618323,-7.13306871257681
534,35.511239448498,-7.5878243215402
535,35.609592556153,-7.71095915286365
536,34.4146800422661,-6.97223208907207
537,34.7821543874968,-3.8236488852537
538,35.2296093787041,-5.37916658136497
539,34.1363114348937,-3.96040259284638
540,34.9767230871136,-5.34083754106304
541,32.5013358246474,-5.43047452661748
542,32.7913580452961,-6.98413256922493
543,35.6458829504404,-5.71555378974435
544,34.0231255969005,-3.01534702211417
545,33.2435478423844,-2.55636116491914
546,34.0225383734362,0.133226103262507
547,33.9875045794441,-0.271975763873512
548,37.2126967340675,-2.16560675454493
549,39.9231408714481,0.662461890903448
550,41.6426186907316,-0.881538329245381
551,41.5290523092898,0.291438812338046
552,44.3588318725388,1.81868883229497
553,41.9077465794127,0.0263650692511486
554,43.2183322163113,1.47569779442486
555,41.481427687748,-0.218773066917878
556,46.7180174750329,0.919385711506711
557,44.7313539977321,0.37030646004405
558,46.7860285700456,1.02136274639615
559,47.6281419943944,2.6674355101038
560,46.3783683216043,1.33391461914834
561,48.485446007906,0.371006121386303
562,48.5739511974328,-1.80035084715656
563,45.4407474508644,0.0772354688388258
564,43.5483488701095,-2.4071366726221
565,42.7562835247955,-1.15107808823068
566,43.574204537863,-0.415554923377109
567,41.0949352800271,1.19227145658035
568,39.0166297183534,-0.993001822621003
569,39.1924713707383,1.02479863576536
570,36.2993258761207,-0.262171841059072
571,34.5901490513266,-0.803710591373073
572,36.4884894436332,-2.80610448294706
573,38.8615701569335,-4.92629996136841
574,41.3680268220433,-6.47075896851583
575,38.7476160048415,-5.83236716277754
576,35.1761377245772,-2.94517401047126
577,36.1255822425467,-2.61246081880186
578,35.162793881178,-3.5285032058204
579,36.8090171566403,-1.17259672155218
580,39.28090807485,-3.57861746902478
581,37.8181164512475,-3.27760156560709
582,37.7143380650055,-4.12751433235031
583,38.2660924663456,-3.32194863800859
584,40.5869683993854,-2.22680201506506
585,38.7209587465485,-4.3234847150564
586,35.0724246461291,-4.28070611485511
587,37.4675341972509,-6.29225369010152
588,40.0736428953078,-6.84292533013243
589,36.3920428068015,-1.91254408117088
590,37.5453565463077,-1.77091997007247
591,39.7238374185242,-3.26952794516033
592,41.6508765660872,-3.87962364888825
593,46.06288220312,-5.84882121754657
594,42.5916777646123,-0.0759064988794796
595,42.3678925721458,-0.90065418008853
596,42.3197130169739,-0.0108521510877946
597,43.3353097955837,0.153707262404191
598,42.9660272221534,-1.12511188595112
599,41.0934334126763,-4.29922801783916
600,37.7099499434922,-1.55102425110245
601,38.0066292069432,-2.36953404223386
602,41.6178153143516,0.744968175227214
603,44.4232949841487,0.298977682187924
604,44.4771258103862,-0.144927637884863
605,45.5602229934243,-3.30034332613407
606,46.0028134752742,-4.47617930610515
607,42.7911396079407,-2.05994806347102
608,42.5595035242702,-0.882293824702004
609,43.2808812358955,0.286241501491163
610,44.823318550093,-2.38837500450174
611,47.6780464616206,-1.55453362768184
612,44.0020227013826,0.160949403174245
613,42.2333884629633,1.05962785238103
614,42.8551411318425,3.93428214490446
615,47.1692355808957,2.71151676862224
616,47.7487285674034,1.87952973323261
617,49.1747729437186,4.32096120473126
618,47.545348862857,3.45944005390204
619,51.6775975434773,3.65194133175367
620,53.6034788075257,4.5587870721228
621,51.7256586204989,2.80308468197144
622,53.8900413136426,0.939270576406925
623,54.9825134023192,-0.267949697000276
624,57.1650833506574,1.89235374918552
625,58.3272347414191,2.200653926226
626,58.7628906691994,5.10700386754379
627,54.5478509662437,3.81447951452291
628,53.7264501897017,6.1474318422347
629,52.8775326429663,3.58348436010863
630,53.3335171054622,4.86737194835288
631,55.0768001736448,3.52810262963205
632,53.2671799134725,4.14229558540756
633,53.8978583794123,-0.0403445680088801
634,57.1900430691358,-1.0214905257473
635,56.9531824937577,-2.1646213450459
636,59.2676806851865,-4.65202221615364
637,56.7708228506812,-2.23932364097895
638,57.6786787554041,-3.05324520305272
639,59.1690096927683,-2.36668342723985
640,58.8162055513891,-0.433972396063063
641,55.9049546183322,0.551117435974428
642,56.2268324477825,0.795006140915851
643,53.1468964697512,0.035953237373691
644,53.2517025261911,1.31690216344671
645,51.8330277847381,-0.510245768394509
646,51.4158921681154,1.45206783268318
647,50.166344687337,1.79306390041907
648,54.2082287049934,3.85894007127109
649,54.3277909916732,4.02565873567188
650,54.4353342838219,4.66513504433124
651,52.4071213619909,2.379835087421
652,54.8479257917174,2.04943754130635
653,56.9920564238619,3.76491287250469
654,54.1390603586633,4.04697934779934
655,54.6596846321385,4.4293261936197
656,53.7483641623562,2.98555206586129
657,55.5321390899192,2.1893387898544
658,54.404037019088,2.86149392993418
659,54.3816851856448,1.39679275413611
660,54.9068527988217,2.21733215440474
661,54.2741465139222,4.59368048149933
662,54.4025961467247,8.16559042680532
663,53.8095458993947,7.26005493942787
664,51.4600713548393,7.45529066414765
665,50.102137942942,5.59499104743782
666,54.1171606674176,4.46444035145743
667,53.7823968397371,4.80658848362366
668,54.7227590009475,3.39644588425118
669,54.7209833912846,3.03213536881991
670,51.6839698413546,4.3758599606106
671,54.2177824045256,3.38550738742491
672,52.9075982350422,3.38361703481804
673,51.6146746278749,2.96960610582126
674,54.1434258673182,5.84012577607283
675,55.1856282461139,6.87189203069178
676,55.6880457312229,7.0101833380139
677,55.7929979309041,4.8467235160053
678,55.395789630513,5.93986211390964
679,57.9022136308993,3.30133561173123
680,56.0948182978216,5.02193413143563
681,57.3364256941025,1.77263211791856
682,56.1836301242617,2.87789137820449
683,51.6991235135212,4.46128578854408
684,52.8395216268052,5.81604080551703
685,54.4995150993226,2.65831003834617
686,58.4787027716759,2.40794799127655
687,59.8205154554999,2.9803768760942
688,59.9573467764508,1.56923859639131
689,62.2332563267486,1.76007747155631
690,65.0778905550117,4.75369177015743
691,66.5296878123135,2.72939321483125
692,65.293789566162,4.22743544027693
693,65.3389684033237,6.77690243181593
694,60.4021676262048,5.04428165727528
695,57.0399598754821,4.11787851378189
696,57.2344889219929,4.89722255903907
697,56.9843773564401,3.14770804886704
698,60.5100483963373,6.33022102755808
699,58.5421510656966,4.42954240825139
700,56.8416089524302,6.4532968513611
701,58.0483135816907,5.55966715894551
702,59.8309142266966,8.00463737883341
703,58.1414833659719,2.97398960749117
704,58.5426701426817,6.18655728510466
705,58.8226868916862,8.91813786532061
706,56.2244339480422,8.16076974678434
707,55.4718372239985,6.77874438410213
708,56.8040406190399,5.57451571494054
709,57.3002810092159,6.44977407894203
710,59.4732461143469,6.12522623392411
711,57.6442603246263,8.06583480201555
712,56.4379491683672,8.57406570357265
713,56.5151600548484,5.04621813296162
714,60.3685596631319,2.36597450934848
715,60.2195649374572,6.20143477173635
716,55.9560743669209,6.62036953688556
717,57.6524443068769,3.81205296060563
718,57.4892053959996,5.24816665937814
719,54.201343348996,4.34330892586875
720,54.6708108064549,1.97912685803728
721,51.2585445238151,5.13569754780831
722,51.1211887340824,6.18094577007425
723,53.3400704807882,4.82504906535799
724,52.6268758782778,3.34803389329548
725,51.8152299058325,0.270003297297547
726,49.9718221907792,4.94694106728839
727,54.0754003451937,4.53731551658267
728,53.928345521882,4.40160621378107
729,50.2803583233936,0.308398653060169
730,47.881286005102,2.95400251290342
731,49.125539022185,0.474697508710786
732,48.4340026361259,2.7516504416036
733,48.3613170401503,5.22475089602395
734,45.3744031446688,7.22113357352436
735,44.8848058370412,6.9677147771815
736,47.3912011785972,4.43071786927774
737,48.112779182779,7.08181690961739
738,46.4284864964224,3.02042898721753
739,48.5022611149444,6.36152917908083
740,46.5393263499764,6.40216878062836
741,48.0496301955997,6.79392075879271
742,48.733642898424,3.62000471666262
743,50.3118337117082,1.07845385875769
744,48.3563407349303,3.2679081511394
745,46.8904930330087,-1.9641570759457
746,46.4359917169544,0.546545386698037
747,44.2050079676855,2.95014037145305
748,46.4326410163834,1.14523074285056
749,47.1011609671091,-3.33339444266603
